SEASON,TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH
2014-15,14014,203908,DeAndre,Daniels,DeAndre Daniels,SF,79.25,6' 7.25'',80.5,6' 8.5'',196,86,7' 2'',106.5,8' 10.5'',3.85,9.25,10.5
2014-15,14015,203915,Spencer,Dinwiddie,Spencer Dinwiddie,PG,76.5,6' 4.5'',78,6' 6'',204.9,80.25,6' 8.25'',103,8' 7'',5.35,8.25,9
2014-15,14016,203921,Cleanthony,Early,Cleanthony Early,SF,78,6' 6'',79.25,6' 7.25'',209.4,82.75,6' 10.75'',101.5,8' 5.5'',4.45,8.5,9
2014-15,14017,203929,Melvin,Ejim,Melvin Ejim,SF,77.25,6' 5.25'',79,6' 7'',218.5,83.25,6' 11.25'',103.5,8' 7.5'',6.45,8.75,9.25
2014-15,14019,203898,Tyler,Ennis,Tyler Ennis,PG,73,6' 1'',74.5,6' 2.5'',181.5,79.25,6' 7.25'',98,8' 2'',6.2,8.25,8.75
2014-15,14020,203957,Dante,Exum,Dante Exum,SG,76.5,6' 4.5'',78,6' 6'',196.3,81.5,6' 9.5'',103,8' 7'',6.4,8.5,9.5
2014-15,14021,203927,C.J.,Fair,C.J. Fair,SF,78.5,6' 6.5'',80,6' 8'',218.1,81.5,6' 9.5'',104,8' 8'',5.05,9,9
2014-15,14022,203932,Aaron,Gordon,Aaron Gordon,PF,79.5,6' 7.5'',80.75,6' 8.75'',220.1,83.75,6' 11.75'',105,8' 9'',5.05,8.75,10.5
2014-15,14023,203924,Jerami,Grant,Jerami Grant,SF,78.5,6' 6.5'',79.75,6' 7.75'',214,86.75,7' 2.75'',107,8' 11'',3.75,9.25,9.25
2014-15,14024,203798,P.J.,Hairston,P.J. Hairston,SG,76.25,6' 4.25'',77.25,6' 5.25'',228.8,81,6' 9'',101,8' 5'',8.2,8.75,9.75
2014-15,14025,203914,Gary,Harris,Gary Harris,SG,74.5,6' 2.5'',76.5,6' 4.5'',204.8,78.75,6' 6.75'',96,8' 0'',4.55,8.5,9.5
2014-15,14026,203925,Joe,Harris,Joe Harris,SG,76.75,6' 4.75'',78.25,6' 6.25'',215,78,6' 6'',100,8' 4'',6.2,8.5,9.75
2014-15,14027,203918,Rodney,Hood,Rodney Hood,SF,79.25,6' 7.25'',80.5,6' 8.5'',208.2,80.5,6' 8.5'',103,8' 7'',7.45,8.5,8.5
2014-15,14028,203928,Cory,Jefferson,Cory Jefferson,PF,79.75,6' 7.75'',81,6' 9'',218.4,84.5,7' 0.5'',105,8' 9'',5.25,8.75,9.75
2014-15,14029,203910,Nick,Johnson,Nick Johnson,SG,73.5,6' 1.5'',75,6' 3'',198,79.25,6' 7.25'',96.5,8' 0.5'',6.05,8.75,9.75
2014-15,14031,203930,Sean,Kilpatrick,Sean Kilpatrick,SG,74.5,6' 2.5'',76.25,6' 4.25'',218.7,79,6' 7'',99,8' 3'',9.2,9,9
2014-15,14032,203945,Alex,Kirk,Alex Kirk,PF,81.25,6' 9.25'',82.75,6' 10.75'',252,87.5,7' 3.5'',109.5,9' 1.5'',13.6,9.25,10.5
2014-15,14033,203897,Zach,LaVine,Zach LaVine,PG,76.5,6' 4.5'',77.75,6' 5.75'',180.9,80.25,6' 8.25'',100,8' 4'',4.7,8.25,8.75
2014-15,14034,203906,Devyn,Marble,Devyn Marble,SG,77,6' 5'',78.5,6' 6.5'',192.4,81,6' 9'',102,8' 6'',6.9,8.25,8.5
2014-15,14039,203949,James,McAdoo,James McAdoo,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.6,86.25,7' 2.25'',106.5,8' 10.5'',6.15,9.25,9
2014-15,14035,203909,K.J.,McDaniels,K.J. McDaniels,SF,76.5,6' 4.5'',78,6' 6'',195.6,83.25,6' 11.25'',102,8' 6'',4.45,8.75,9.75
2014-15,14036,203926,Doug,McDermott,Doug McDermott,SF,78.25,6' 6.25'',79.75,6' 7.75'',218,81.25,6' 9.25'',103,8' 7'',7.1,8.75,9.75
2014-15,14038,203895,Jordan,McRae,Jordan McRae,SG,75.75,6' 3.75'',77.25,6' 5.25'',179.4,84.5,7' 0.5'',104,8' 8'',5.2,8.75,8.5
2014-15,14040,203894,Shabazz,Napier,Shabazz Napier,PG,71,5' 11'',73,6' 1'',175.2,75.25,6' 3.25'',93,7' 9'',7.35,8.25,8.5
2014-15,14041,203948,Johnny,O’Bryant III,Johnny O’Bryant III,PF,79.25,6' 7.25'',80.5,6' 8.5'',256.8,86.25,7' 2.25'',105,8' 9'',10.75,9.25,9.5
2014-15,14043,203934,Lamar,Patterson,Lamar Patterson,SG,76,6' 4'',77.25,6' 5.25'',226,83,6' 11'',101,8' 5'',10.75,9,9.25
2014-15,14044,203940,Adreian,Payne,Adreian Payne,PF,81,6' 9'',81.75,6' 9.75'',238.5,88,7' 4'',109,9' 1'',7.55,9.25,9.5
2014-15,14045,203901,Elfrid,Payton,Elfrid Payton,PG,74.5,6' 2.5'',75.75,6' 3.75'',185.4,80,6' 8'',98.5,8' 2.5'',5.65,8.75,9
2014-15,14046,203939,Dwight,Powell,Dwight Powell,PF,81.5,6' 9.5'',83,6' 11'',234.4,84.5,7' 0.5'',105,8' 9'',6.2,9,9.25
2014-15,14047,203944,Julius,Randle,Julius Randle,PF,79.75,6' 7.75'',81,6' 9'',249.7,84,7' 0'',105.5,8' 9.5'',9.4,8.75,8.25
2014-15,14048,203922,Glenn,Robinson III,Glenn Robinson III,SF,77.5,6' 5.5'',78.75,6' 6.75'',211.4,82,6' 10'',100.5,8' 4.5'',5.05,9,9.5
2014-15,14049,203941,LaQuinton,Ross,LaQuinton Ross,SF,78.5,6' 6.5'',79.5,6' 7.5'',238.7,85.75,7' 1.75'',106,8' 10'',16.3,8.75,9.75
2014-15,14050,203935,Marcus,Smart,Marcus Smart,PG,74,6' 2'',75.25,6' 3.25'',227.2,81.25,6' 9.25'',99,8' 3'',10.55,9,8.75
2014-15,14051,203893,Russ,Smith,Russ Smith,PG,71.5,5' 11.5'',72.75,6' 0.75'',160,75.5,6' 3.5'',95,7' 11'',3.5,8.25,8.5
2014-15,14052,203917,Nik,Stauskas,Nik Stauskas,SG,77.25,6' 5.25'',78.5,6' 6.5'',206.9,79.75,6' 7.75'',102,8' 6'',12.05,8.5,8.5
2014-15,14053,203950,Jarnell,Stokes,Jarnell Stokes,PF,79,6' 7'',80.5,6' 8.5'',262.8,85.25,7' 1.25'',103.5,8' 7.5'',8.2,9.75,10.5
2014-15,14054,203904,Xavier,Thames,Xavier Thames,PG,74.25,6' 2.25'',75.5,6' 3.5'',187,76,6' 4'',96,8' 0'',6.4,8.25,9
2014-15,14055,203943,Noah,Vonleh,Noah Vonleh,PF,80,6' 8'',81.5,6' 9.5'',247.1,88.25,7' 4.25'',108,9' 0'',7.3,9.75,11.75
2014-15,14056,203933,T.J.,Warren,T.J. Warren,SF,79,6' 7'',80.25,6' 8.25'',220.2,82.25,6' 10.25'',104,8' 8'',7.95,8.75,9
2014-15,14058,203912,C.J.,Wilcox,C.J. Wilcox,SG,75.5,6' 3.5'',77,6' 5'',201,81.75,6' 9.75'',100.5,8' 4.5'',6.5,8.75,9
2014-15,14061,203899,Kendall,Williams,Kendall Williams,PG,74.25,6' 2.25'',75.75,6' 3.75'',183,77.5,6' 5.5'',99,8' 3'',7.2,8,7.75
2014-15,14059,203923,James,Young,James Young,SG,77.25,6' 5.25'',78.75,6' 6.75'',213.3,84,7' 0'',104,8' 8'',5.1,9,9.5
2014-15,14060,203942,Patric,Young,Patric Young,PF,80.5,6' 8.5'',82,6' 10'',246.8,85.75,7' 1.75'',103.5,8' 7.5'',5.45,9.25,9.5
2015-16,15000,1626146,Cliff,Alexander,Cliff Alexander,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',239.2,87.5,7' 3.5'',109.5,9' 1.5'',5.8,9.5,10.25
2015-16,15001,1626147,Justin,Anderson,Justin Anderson,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',230.6,83.75,6' 11.75'',101,8' 5'',5,8.5,9.5
2015-16,15002,1626165,Brandon,Ashley,Brandon Ashley,PF,79.25,6' 7.25'',80.5,6' 8.5'',228,87.75,7' 3.75'',105,8' 9'',8.8,9,9.5
2015-16,15003,1626207,Ryan,Boatright,Ryan Boatright,PG,70,5' 10'',71,5' 11'',169.6,72.5,6' 0.5'',92.5,7' 8.5'',6.6,7.5,8.75
2015-16,15004,1626164,Devin,Booker,Devin Booker,SG,76.5,6' 4.5'',77.75,6' 5.75'',205.8,80.25,6' 8.25'',102.5,8' 6.5'',8.3,8.75,9
2015-16,15005,1626148,Anthony,Brown,Anthony Brown,SF-SG,77.75,6' 5.75'',79.25,6' 7.25'',211,83,6' 11'',104.5,8' 8.5'',6.1,8.5,9
2015-16,15006,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,C,83.25,6' 11.25'',84.5,7' 0.5'',242.4,87,7' 3'',111,9' 3'',6.3,9.5,9
2015-16,15007,1626176,Rakeem,Christmas,Rakeem Christmas,PF-C,80.25,6' 8.25'',81.75,6' 9.75'',242.6,89.25,7' 5.25'',110.5,9' 2.5'',9.6,9.25,9
2015-16,15008,1626192,Pat,Connaughton,Pat Connaughton,SG,76,6' 4'',77.25,6' 5.25'',215,80,6' 8'',96,8' 0'',10.2,8.5,9.25
2015-16,15009,1626188,Quinn,Cook,Quinn Cook,PG,72.25,6' 0.25'',74,6' 2'',179,76,6' 4'',96.5,8' 0.5'',6.7,7.5,8.75
2015-16,15010,1626183,Branden,Dawson,Branden Dawson,PF,77.5,6' 5.5'',78.75,6' 6.75'',230.2,83,6' 11'',105,8' 9'',5.8,9,8.75
2015-16,15012,1626155,Sam,Dekker,Sam Dekker,SF,79.75,6' 7.75'',81,6' 9'',218.6,83.5,6' 11.5'',106,8' 10'',7.5,8.5,9.25
2015-16,15013,1626187,Michael,Frazier II,Michael Frazier II,SG,75.75,6' 3.75'',76.25,6' 4.25'',199.4,80,6' 8'',101.5,8' 5.5'',7.4,8.25,9.25
2015-16,15014,1626203,Treveon,Graham,Treveon Graham,SF,76,6' 4'',77.75,6' 5.75'',219.4,82.5,6' 10.5'',103,8' 7'',5.5,8.5,8.25
2015-16,15015,1626170,Jerian,Grant,Jerian Grant,PG,75.25,6' 3.25'',76.25,6' 4.25'',198,79.5,6' 7.5'',100,8' 4'',5.6,8.25,8.5
2015-16,15016,1626152,Olivier,Hanlan,Olivier Hanlan,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',185.8,78,6' 6'',100,8' 4'',4.3,8,8.75
2015-16,15017,1626149,Montrezl,Harrell,Montrezl Harrell,PF,79,6' 7'',79.5,6' 7.5'',253.4,88.25,7' 4.25'',109,9' 1'',11.9,9,9.75
2015-16,15019,1626150,Andrew,Harrison,Andrew Harrison,PG,76.5,6' 4.5'',77.5,6' 5.5'',213.2,81,6' 9'',100,8' 4'',5.9,8.25,9.25
2015-16,15018,1626151,Aaron,Harrison,Aaron Harrison,SG,76.5,6' 4.5'',78,6' 6'',209.2,80.25,6' 8.25'',100.5,8' 4.5'',6,8.75,10
2015-16,15020,1626227,Tyler,Harvey,Tyler Harvey,SG,74.75,6' 2.75'',76,6' 4'',181.4,77.5,6' 5.5'',98.5,8' 2.5'',9.2,7.75,8.75
2015-16,15021,1626186,Corey,Hawkins,Corey Hawkins,SG-PG,72.75,6' 0.75'',73.75,6' 1.75'',191.8,80,6' 8'',99.5,8' 3.5'',5.5,8.75,9
2015-16,15022,1626178,Rondae,Hollis-Jefferson,Rondae Hollis-Jefferson,SF,77.5,6' 5.5'',79,6' 7'',210.8,86,7' 2'',104,8' 8'',5,8.75,9.75
2015-16,15024,1626158,Richaun,Holmes,Richaun Holmes,PF,80.25,6' 8.25'',81.5,6' 9.5'',242.8,85.5,7' 1.5'',108,9' 0'',8.8,8.5,8.5
2015-16,15023,1626182,Jonathan,Holmes,Jonathan Holmes,PF-SF,80.25,6' 8.25'',81.25,6' 9.25'',242.2,83.5,6' 11.5'',107.5,8' 11.5'',7.2,8.25,9.5
2015-16,15025,1626154,R.J.,Hunter,R.J. Hunter,SG,76.5,6' 4.5'',78,6' 6'',185,82.5,6' 10.5'',104,8' 8'',6,8.5,8.25
2015-16,15026,1626205,Vince,Hunter,Vince Hunter,PF,78.75,6' 6.75'',79.5,6' 7.5'',208.4,83,6' 11'',104.5,8' 8.5'',4.6,9,8.75
2015-16,15029,1626169,Stanley,Johnson,Stanley Johnson,SF,77,6' 5'',78.5,6' 6.5'',241.8,83.5,6' 11.5'',102,8' 6'',7.5,9,9
2015-16,15028,1626177,Dakari,Johnson,Dakari Johnson,C,83,6' 11'',83.75,6' 11.75'',264.6,86,7' 2'',112,9' 4'',14.9,9.25,10.5
2015-16,15030,1626145,Tyus,Jones,Tyus Jones,PG,72.5,6' 0.5'',74,6' 2'',184.6,77,6' 5'',97,8' 1'',6.5,8.25,8.75
2015-16,15031,1626163,Frank,Kaminsky,Frank Kaminsky,C-PF,83.75,6' 11.75'',84.75,7' 0.75'',231.2,83,6' 11'',109.5,9' 1.5'',9.4,8.5,9.5
2015-16,15032,1626172,Kevon,Looney,Kevon Looney,PF,80,6' 8'',81.25,6' 9.25'',222.4,87.5,7' 3.5'',110,9' 2'',11.9,9.5,9.25
2015-16,15033,1626168,Trey,Lyles,Trey Lyles,PF,81,6' 9'',82.25,6' 10.25'',241.2,85.5,7' 1.5'',108,9' 0'',12.1,9.25,10.25
2015-16,15034,1626185,Jarell,Martin,Jarell Martin,PF,80,6' 8'',81.25,6' 9.25'',238.6,81,6' 9'',106.5,8' 10.5'',10.1,8.25,9.5
2015-16,15035,204456,TJ,McConnell,TJ McConnell,PG,72.5,6' 0.5'',74,6' 2'',187.8,74,6' 2'',96.5,8' 0.5'',7.3,7.5,7
2015-16,15036,1626191,Chris,McCullough,Chris McCullough,PF,80.25,6' 8.25'',81,6' 9'',199,87.25,7' 3.25'',109,9' 1'',6.2,8.75,8.75
2015-16,15037,1626175,Jordan,Mickey,Jordan Mickey,PF,79,6' 7'',80.25,6' 8.25'',238,87.25,7' 3.25'',106,8' 10'',7.2,8.75,9.5
2015-16,15038,2006,Larry,Nance,Larry Nance,PF,79.5,6' 7.5'',80.5,6' 8.5'',226.6,85.5,7' 1.5'',108,9' 0'',6.4,9,9.75
2015-16,15039,1626162,Kelly,Oubre,Kelly Oubre,SF-SG,77.75,6' 5.75'',78.75,6' 6.75'',202.8,86.25,7' 2.25'',102.5,8' 6.5'',5.7,9,8.75
2015-16,15040,1626166,Cameron,Payne,Cameron Payne,PG,72.75,6' 0.75'',73.5,6' 1.5'',182.8,79.25,6' 7.25'',97.5,8' 1.5'',6.3,8.5,8.25
2015-16,15041,1626189,Terran,Petteway,Terran Petteway,SG,76.75,6' 4.75'',78,6' 6'',209.2,83.25,6' 11.25'',104.5,8' 8.5'',4.9,8.25,8.25
2015-16,15042,1626171,Bobby,Portis,Bobby Portis,PF,81.5,6' 9.5'',82.5,6' 10.5'',246.2,86,7' 2'',108.5,9' 0.5'',8.9,9.5,9.25
2015-16,15043,1626181,Norman,Powell,Norman Powell,SG,75,6' 3'',76.25,6' 4.25'',215.4,82.75,6' 10.75'',102.5,8' 6.5'',6.4,9.25,9
2015-16,15044,1626180,Michael,Qualls,Michael Qualls,SG-SF,76,6' 4'',77,6' 5'',201.4,84.25,7' 0.25'',104.5,8' 8.5'',4,9,10.25
2015-16,15045,1626184,Chasson,Randle,Chasson Randle,PG,72.25,6' 0.25'',73.5,6' 1.5'',178.8,79,6' 7'',96.5,8' 0.5'',4.5,8.5,9.5
2015-16,15046,1626179,Terry,Rozier,Terry Rozier,PG-SG,72.5,6' 0.5'',74.25,6' 2.25'',190.2,80.25,6' 8.25'',98.5,8' 2.5'',5.6,8.25,8.5
2015-16,15047,1626156,D’Angelo,Russell,D’Angelo Russell,PG-SG,75.25,6' 3.25'',77,6' 5'',193.4,81.75,6' 9.75'',102,8' 6'',8.3,8.75,9.75
2015-16,15048,1626208,Keifer,Sykes,Keifer Sykes,PG,70.5,5' 10.5'',71.75,5' 11.75'',167.2,74,6' 2'',93,7' 9'',5,8.5,9.5
2015-16,15050,1626194,Marcus,Thornton,Marcus Thornton,PG-SG,73.75,6' 1.75'',74.75,6' 2.75'',177.4,79.75,6' 7.75'',97.5,8' 1.5'',5.3,8.25,8.5
